complex_id,latitude,longitude,_type,nearest_subway_distance_km,2023_age,deposit_mean,deposit_std,Cluster
28,36.9840289,126.9164238,train,14.213364296303444,20,18577.777777777777,2086.730563451939,291
29,36.9837576,126.9188539,train,14.014206776241403,21,15857.142857142857,2968.0841985233187,291
30,36.9806674,126.925361,train,13.563812064662685,20,18465.217391304348,1969.9120182596469,291
31,36.9822864,126.9260333,train,13.451556440404367,19,12416.666666666666,3441.1722808756126,291
32,36.9868248,126.9180797,train,13.989452167035738,13,25750.0,2043.281674170255,291
33,36.9860816,126.9211593,train,13.746838693845998,31,9390.0,2218.7834504520715,291
34,36.977753,126.877954,train,17.693146387681455,19,12333.333333333334,1366.2601021279463,291
35,36.9765924,126.8758771,train,17.904929742160245,19,12416.666666666666,3260.182184907445,291
36,36.9894411,126.8426013,train,20.096913638185647,10,4000.0,0.0,179
37,36.9906119,126.8500215,train,19.43714694065245,17,16089.019607843138,1597.4633077500855,291
38,36.9880409,126.849083,train,19.62373994157816,18,16160.46511627907,2126.8285729028694,291
39,36.9890738,126.8513814,train,19.39102397590617,18,12544.239130434782,2343.234698585911,291
40,36.9907749,126.8475483,train,19.63391978950713,18,17997.82608695652,2777.199302963229,291
41,36.9896586,126.8415165,train,20.17743192023868,6,7122.222222222223,1307.4572438303458,179
42,36.987756,126.84366,train,20.08042775503517,9,5100.0,1272.7922061357856,179
43,36.989058,126.8436026,train,20.03034463448905,10,4500.0,0.0,179
44,36.9895503,126.8422342,train,20.122673893160066,5,5752.222222222223,1001.7706546133423,179
45,36.97687,126.8436128,train,20.576645870267512,9,4500.0,0.0,179
46,36.9771049,126.8438553,train,20.545950696762603,8,5427.857142857143,1272.7086715495273,179
47,36.9617353,126.8570447,train,19.98714132580512,19,10242.857142857143,1084.6582487048702,291
48,36.9757126,126.843555,train,20.63709775895425,9,5855.555555555556,1533.0615701196668,179
49,36.9798968,126.8823785,train,17.25228264788238,18,12785.714285714286,2447.2455922957524,291
50,36.9959107,126.8965524,train,15.42161332068783,30,5966.666666666667,57.73502691896271,291
51,37.0226359,126.9172773,train,12.605810004818103,7,18250.0,5065.0184367587335,49
52,37.0206092,126.9061384,train,13.617059424992446,6,19304.34782608696,2162.380477173996,49
53,37.1263118,127.070305,train,2.0057985965802336,27,13201.923076923076,1949.5887140230768,287
54,37.1168024,127.073935,train,1.3180903701020676,30,4000.0,0.0,287
55,37.1174788,127.0739596,train,1.3676817605652345,28,5666.666666666667,577.3502691896257,287
56,37.1078616,127.0793242,train,1.5218534369000896,23,7962.5,1576.5928964987515,483
57,37.1087538,127.072342,train,0.8957641579550133,31,4375.0,478.713553878169,342
58,37.10654,127.0793451,train,1.5476088720370802,36,6590.909090909091,1044.465935734187,342
59,37.1088932,127.0729756,train,0.950622876907425,32,5333.333333333333,1169.045194450012,342
60,37.0171155,127.0339694,train,3.243745598388988,29,13526.148148148148,1681.917875249076,103
61,37.0219096,127.0336447,train,3.2853045107447967,15,16836.184210526317,2028.552084552909,152
62,37.0507078,127.0452008,train,0.9334290383595564,4,30452.951219512197,3689.121561947458,239
63,37.0096706,126.9847884,train,7.672605835074434,20,10750.0,1060.6601717798212,152
64,36.9615993,126.918827,train,14.89252004543608,31,6625.0,1250.0,291
65,36.9642196,126.9192138,train,14.738907652852706,33,5800.0,690.7552802135191,291
66,36.9179099,126.9080289,train,16.941609889525548,27,8666.666666666666,577.3502691896259,291
67,37.5890862,127.2068111,train,0.3121077763951779,18,24200.0,2683.281572999748,190
68,37.5851599,127.2087044,train,0.1806084087229707,22,40714.28571428572,8873.515972504118,190
69,37.5888723,127.2084353,train,0.2351543547696006,25,25192.622950819677,2988.3919319255674,225
70,37.5866268,127.2072429,train,0.1410683870248116,27,29268.89583333333,6710.252688753965,225
71,37.5819334,127.2118851,train,0.6024359534528897,20,33332.5,4951.373158412336,190
72,37.586421,127.2172807,train,0.7455280337515454,27,20111.511627906977,2765.3777605757105,225
73,37.5878111,127.2216485,train,0.9150418210455726,16,46055.26315789474,6750.237422725063,190
74,37.5808804,127.2141635,train,0.7627309215379999,26,27656.54411764706,5337.583724209856,225
75,37.5892103,127.2064867,train,0.3401067234349975,31,16000.0,1914.854215512676,319
76,37.5892479,127.2197247,train,0.9982151567433992,24,29667.647058823528,5252.12375345142,225
77,37.5917962,127.2168962,train,0.9032535275497536,33,13500.0,707.1067811865476,319
78,37.5856529,127.2142014,train,0.4894705640713918,25,30394.444444444445,3137.942405411951,225
79,37.5887366,127.2125997,train,0.3968612716593707,16,29724.1935483871,3518.2588252273777,190
80,37.5873189,127.2115514,train,0.246969128852184,16,29833.33333333333,1940.7902170679515,190
81,37.5906643,127.222072,train,1.228985465653171,17,40017.62886597938,6562.804877552339,190
82,37.5892716,127.2165531,train,0.734535489474695,38,14550.0,2343.608329051593,319
83,37.5841637,127.2124267,train,0.4301501976027981,15,34555.555555555555,4096.068575814837,190
84,37.5825094,127.2128471,train,0.5922659890295483,25,26592.25,3966.0985983842193,225
85,37.5879521,127.2108156,train,0.2179589526835594,36,9000.0,1414.213562373095,319
86,37.583029,127.2113681,train,0.4732847464562722,25,30088.636363636364,7806.801325412405,225
87,37.5870289,127.211136,train,0.20487771629297,16,31871.42857142857,3073.0662641303825,190
88,37.5881804,127.2109261,train,0.2413716722819414,36,10500.0,707.1067811865476,319
89,37.5854568,127.2104828,train,0.2069772533374943,16,39909.09090909091,3015.113445777637,190
90,37.5830114,127.2104305,train,0.4421937771693356,18,36267.69230769231,3469.3735117600936,190
91,37.5884693,127.2119129,train,0.3300569953098479,30,12000.0,0.0,319
92,37.5777638,127.2205563,train,0.2783056216743593,24,30735.29411764706,7471.022451484686,225
93,37.5760135,127.2241252,train,0.4211878543053712,18,33191.70212765958,8431.162259129993,190
94,37.5805319,127.2171132,train,0.5001930943557066,24,27864.727272727272,4574.581889230912,225
95,37.5799356,127.2152727,train,0.6529767788077574,21,45734.92537313433,10771.424650875942,190
96,37.5787295,127.2199598,train,0.2587926285880512,23,37572.05128205128,6675.973486863241,225
97,37.5810385,127.222728,train,0.1575849004094648,32,11500.0,2121.3203435596424,319
98,37.5778582,127.2235738,train,0.2116145956010005,25,28534.932432432437,5415.557149725911,225
99,37.5758492,127.2215886,train,0.4302432463301368,21,36259.82142857143,6706.824337553891,190
100,37.5776629,127.2186189,train,0.4183646910682391,20,28000.0,0.0,190
101,37.5776848,127.217714,train,0.4871319297349983,19,39500.0,9192.388155425118,190
102,37.5783127,127.2242266,train,0.1999095831816693,8,17500.0,0.0,173
103,37.7182389,127.1798716,train,7.472204856867209,31,13660.526315789471,3349.3476148699037,26
104,37.7265927,127.1947841,train,8.542290109327588,29,15711.607142857143,3575.433744462197,26
105,37.7156928,127.1829821,train,7.204308743452563,24,17876.976744186046,1572.4147866740036,26
106,37.7169401,127.1814943,train,7.334300808562544,28,16153.703703703704,3581.333172639387,26
107,37.7320228,127.1921374,train,9.09769233076943,32,8928.57142857143,2208.87321481358,26
108,37.7291253,127.1904581,train,8.759463792250303,24,18666.666666666668,3386.246693120078,26
109,37.7184209,127.1860418,train,7.530746009553395,14,26506.0,2829.690795829113,267
110,37.7296373,127.1914503,train,8.828080081231226,24,19111.11111111111,2891.558595482913,26
111,37.718973,127.1846709,train,7.580002834350515,29,9000.0,0.0,26
112,37.7256906,127.192989,train,8.415759820122357,13,31383.870967741936,5584.627518118737,267
113,37.7223716,127.1860358,train,7.967630261197861,31,8000.0,1414.213562373095,26
114,37.7320066,127.1929899,train,9.108865594205112,16,22538.09523809524,1882.94349104698,267
115,37.7175615,127.1771008,train,7.392420263259671,14,23727.272727272728,3744.086246092872,267
116,37.7143503,127.180801,train,7.043565893062099,25,21333.33333333333,4163.331998932265,26
117,37.7248376,127.1887464,train,8.267085976374506,26,15128.0,3016.6924492452545,26
118,37.7079568,127.1651903,train,6.408284892244629,19,15873.91304347826,3502.884187131869,496
119,37.7081521,127.1667232,train,6.409419032285756,24,17846.666666666668,5328.745050152409,26
120,37.7052214,127.1629896,train,6.14403597220066,31,13500.0,1516.57508881031,26
121,37.705951,127.1856051,train,6.14892366317199,13,24814.285714285717,3519.0358687257144,267
122,37.7312546,127.1961838,train,9.07450475147732,23,17531.57894736842,3025.824521529251,26
123,37.7396045,127.1992102,train,9.740609042413988,14,26039.634146341465,3414.6266520866707,267
124,37.7410505,127.2002368,train,9.842843110164036,14,22532.41379310345,1824.3309050804155,267
125,37.7397226,127.2014469,train,9.937726354415144,14,24868.42105263158,4294.1889198697545,267
126,37.7367835,127.1966532,train,9.499550823760217,31,10000.0,0.0,26
127,37.7483727,127.2070136,train,10.532379645969533,34,5600.0,565.685424949238,26
128,37.7481612,127.2071386,train,10.539607323943278,34,5000.0,0.0,26
129,37.7455624,127.2173923,train,10.54066473430508,17,18915.15151515152,1876.3530471571064,267
130,37.7168067,127.2011537,train,7.61292838474302,37,9780.0,1716.0542256185138,26
131,37.7237878,127.2079926,train,8.47814469142886,13,29138.75,3359.9123544241083,267
132,37.7137426,127.1993676,train,7.242060925385632,14,25023.809523809523,3296.4161519754466,267
133,37.7143739,127.1896419,train,7.126267247325605,13,29687.176470588234,3182.3099620681,267
134,37.718841,127.1981772,train,7.763131876309288,14,38631.81818181818,5955.820391583055,267
135,37.7204791,127.1941131,train,7.863520691383824,14,28669.23076923077,4136.134957615913,267
136,37.721567,127.2057064,train,8.236615615600545,14,40371.38888888889,4944.380448132305,267
137,37.7131273,127.1861057,train,6.9464053835418165,13,28765.51724137931,3381.9136448877325,267
138,37.71647,127.1988466,train,7.522407971567643,13,31248.676470588234,4475.480430947757,267
139,37.7149155,127.1873822,train,7.157496141602404,14,28766.666666666668,3817.7218337642144,267
140,37.7210958,127.1976545,train,7.996082890902501,14,32904.76190476191,2648.6744213806637,267
141,37.6511882,127.3193431,train,0.690120451053568,19,18006.060606060608,3548.4978682834403,31
142,37.6562869,127.3026555,train,0.8917881987934654,18,26173.33333333333,3360.830525061004,31
143,37.6546042,127.2987094,train,1.167246053604455,5,26557.14285714286,5850.997066027862,281
144,37.6583317,127.2969854,train,1.0242251523493522,18,23666.666666666668,4017.919630968189,31
145,37.6609469,127.3226138,train,1.317583367976135,12,19800.0,1626.3455967290593,31
146,37.6583802,127.3029787,train,0.9929966716257862,19,25289.473684210527,1967.201830249167,31
147,37.6500885,127.3191357,train,0.7145235599106643,16,19307.263157894737,1914.2396471969196,31
148,37.6622571,127.3052875,train,1.198075808100969,22,23357.14285714286,3424.3525630680138,489
149,37.6611189,127.3050564,train,1.0992467851275245,14,29394.23076923077,4462.78672856046,31
150,37.6540394,127.270272,train,1.4388121622679917,25,14825.0,1489.2156183356178,489
151,37.6670581,127.3060628,train,1.6649519966869752,13,23737.14285714286,4283.764542486221,31
152,37.6560183,127.2871723,train,0.3650076180071518,20,16750.0,3126.029242270362,31
153,37.6568036,127.2903233,train,0.4978939100831142,5,25227.777777777777,1081.9863420785146,281
154,37.6681988,127.3009526,train,1.7118561556042176,25,16652.127659574468,2931.054815450376,489
155,37.6664888,127.3040472,train,1.6687603175934105,18,17394.444444444445,2836.831750225058,31
156,37.665053,127.3066076,train,1.4380757822106838,20,17516.470588235294,5009.533338017213,31
157,37.6665877,127.302382,train,1.7193091421650295,28,12576.923076923076,996.7897188423163,489
158,37.6628509,127.2998841,train,1.3475000188773762,13,28656.25,7341.023430013011,31
159,37.6655269,127.3035086,train,1.592751621276364,29,14140.0,2202.531011618873,489
160,37.6530965,127.2699631,train,1.506457729013612,25,16563.333333333332,3324.3939655364616,489
161,37.6566164,127.2786459,train,0.6482818387480649,28,10000.0,1414.213562373095,489
162,37.6575978,127.2736776,train,1.041438847574483,32,6300.0,0.0,489
163,37.6566751,127.2783297,train,0.6713084392085794,28,9000.0,0.0,489
164,37.655449,127.2716466,train,1.2709680587785623,26,10000.0,0.0,489
165,37.6795366,127.3002239,train,2.633067597540969,15,17892.85714285714,2617.827721226509,31
166,37.6560487,127.3436026,train,2.826060164728647,8,17318.641379310346,3146.327401167032,281
167,37.6546285,127.34043,train,2.531685542434368,8,18478.434038267875,3029.1897734207228,281
168,37.6512406,127.3374792,train,2.270103597131987,8,22740.625,3076.760112935878,281
169,37.6403024,127.3012209,train,1.6696595949272626,17,17930.555555555555,4903.81420843507,31
170,37.6468861,127.3041096,train,0.9403655426046816,26,16836.133333333335,2527.0171997689145,489
171,37.6417584,127.3049876,train,1.3633667862087622,14,30381.03448275862,7572.487959160161,31
172,37.6485318,127.3032035,train,0.8898000899886698,26,18439.420289855072,2321.7772630022087,489
173,37.6449278,127.3046692,train,1.0738852306011013,6,28865.714285714286,6300.790933411028,281
174,37.6445367,127.3016399,train,1.278881093657365,26,16249.310344827589,2064.127160802016,489
175,37.6397854,127.305359,train,1.5513799751153643,32,9780.0,2098.570942331948,489
176,37.6478275,127.3012896,train,1.0744141266206693,26,28758.33333333333,4946.157063516049,489
177,37.6462419,127.2999849,train,1.266822388686494,26,22137.09677419355,4090.31310419173,489
178,37.646541,127.3007878,train,1.1899235919171431,26,26000.0,3173.551413074723,489
179,37.6400938,127.30245,train,1.632002151117977,23,16275.0,1915.5464447040129,489
180,37.637307,127.3077292,train,1.7570822189462798,23,16831.25,3974.20327445221,489
181,37.6392439,127.3063317,train,1.579600950072494,30,16600.0,4195.235392680606,489
182,37.6513024,127.2951817,train,1.2137328979009332,4,26123.98275862069,5357.142720005184,281
183,37.651003,127.2969084,train,1.3229807181400897,4,25085.34210526316,4044.24276997605,281
184,37.6494277,127.2970146,train,1.351267777576416,4,25702.102941176472,4290.312844383004,281
185,37.6526414,127.294083,train,1.0409483167371971,28,15480.555555555557,1965.372206096528,489
186,37.6505966,127.2929568,train,1.1461199843251155,4,28155.172413793105,4185.654600357934,281
187,37.6520799,127.2924096,train,0.9855997479984048,4,26018.29268292683,3846.487945151409,281
188,37.6489706,127.2982929,train,1.2596712765557945,5,31827.5,3581.1463212718595,281
189,37.6433101,127.2979296,train,1.610423506396189,15,24170.967741935485,2724.480812728314,31
190,37.6405084,127.2956093,train,1.971370741793916,17,17728.571428571428,2534.2055564215398,31
191,37.6361225,127.3051406,train,1.9421548945414155,14,24942.30769230769,3040.812138481833,31
192,37.6384268,127.300312,train,1.8881497614937184,14,23187.5,3487.4775984943617,31
193,37.6562222,127.1829868,train,0.7816468098025899,27,8500.0,0.0,42
194,37.6590377,127.1739723,train,0.9224441965511394,24,26500.0,7964.205637009345,42
195,37.6595494,127.174473,train,0.966333265383596,24,18900.0,2713.1833031263545,42
196,37.6607768,127.1775018,train,1.0793970181391883,26,16756.666666666668,2971.1028896610737,42
197,37.6582298,127.1836839,train,0.992602978005658,24,20524.266666666663,4209.476239334747,42
198,37.6587515,127.1822519,train,0.9730947985400024,28,17502.777777777777,1869.1357095335784,42
199,37.6585867,127.1801733,train,0.8821033435437768,30,18650.0,2972.37278954037,42
200,37.6596916,127.1798735,train,0.9919385398234334,32,18398.33333333333,3337.108063860843,319
201,37.6584011,127.1820016,train,0.9283372177864412,27,17692.85714285714,1864.677937211627,42
202,37.6608154,127.175425,train,1.0906365933635798,25,22058.82352941177,4318.862527264762,42
203,37.6572168,127.1847597,train,0.9697376758123656,25,12793.939393939394,978.4999341911688,42
204,37.6577661,127.1778938,train,0.7482564248600974,20,20000.0,0.0,123
205,37.655475,127.1812319,train,0.6181084345522284,33,10100.0,1410.6735979665884,319
206,37.700153,127.1904351,train,5.584559373497926,18,21128.070175438595,3641.906603590101,496
207,37.6985245,127.1985578,train,5.608385242081418,27,19055.555555555555,3678.012748452319,26
208,37.6993779,127.1954641,train,5.612659189580153,14,29377.55102040816,5552.336794319219,267
209,37.7005681,127.1969783,train,5.778698364383342,14,28420.93023255814,4533.975347021371,267
210,37.7061098,127.2020757,train,6.506811774086136,31,10428.57142857143,1757.2826545670807,26
211,37.7055398,127.2002729,train,6.3945322913171045,25,15708.333333333334,2115.5091084367346,26
212,37.6999083,127.1988461,train,5.76180025016478,23,19963.75,4182.352295501206,496
213,37.7087671,127.2014397,train,6.767367373418916,22,16291.666666666666,2895.594877908458,496
214,37.6976154,127.202335,train,5.63680311596431,28,18011.11111111111,2661.686526133138,26
215,37.6955321,127.1997255,train,5.334398725790886,14,27289.18918918919,5296.6857448672445,267
216,37.6881661,127.2103317,train,4.912798858114731,35,7499.342105263157,2932.604818846411,26
217,37.6967882,127.1990766,train,5.44335746120247,14,25292.85714285714,3491.784205219132,267
218,37.6787674,127.2147946,train,3.860049942721568,19,17364.583333333332,2524.2510368625085,496
219,37.6871673,127.213376,train,4.663213716359102,19,18466.666666666668,2207.670610351445,496
220,37.6947123,127.2078135,train,5.561084932371826,24,15925.0,3870.383497930487,26
221,37.6778818,127.2134886,train,3.8684122884613794,19,17136.842105263157,1756.0088984575186,496
222,37.6857017,127.213197,train,4.5418795733537785,25,13996.42857142857,1654.771240124404,26
223,37.6962067,127.2043297,train,5.567126619434962,25,18807.69230769231,3455.653116494545,26
224,37.6770382,127.2119897,train,3.898288531807711,19,18533.33333333333,2945.5616329205086,496
225,37.677688,127.2084804,train,4.057682492394128,17,19075.0,2178.090665552842,496
226,37.6833709,127.2133581,train,4.329698224005874,20,19617.391304347828,3159.783101577046,496
227,37.6863502,127.2091861,train,4.819136511468916,20,16650.0,3233.67695768558,496
228,37.6954901,127.2072985,train,5.614976809306851,32,7666.666666666667,2516.611478423584,26
229,37.6905,127.2111469,train,5.07867649947,2,17512.22270742358,2190.4877787734395,13
230,37.6835113,127.2086879,train,4.562547440852236,19,19783.33333333333,687.3312465065461,496
231,37.6956452,127.2021386,train,5.429315404655198,25,20565.29411764706,6327.853227642709,26
232,37.6970325,127.1941918,train,5.330677464232299,17,21191.93548387097,1817.1450489799263,496
233,37.6915856,127.2129239,train,5.0906285917276834,25,17921.428571428572,4119.592692978756,26
234,37.6937936,127.2112362,train,5.377409643902624,30,12321.42857142857,1501.372997999125,26
235,37.6940393,127.209133,train,5.5028721519049055,21,19361.11111111111,5011.180310523177,496
236,37.69081,127.2124578,train,5.0414211793413815,2,17000.0,0.0,13
237,37.6818308,127.2089424,train,4.4305677459241855,25,18209.64285714286,4512.4948175063855,26
238,37.6795885,127.212967,train,4.036554573279955,19,18368.42105263158,2454.2599318054104,496
239,37.6818629,127.2121099,train,4.273712739312984,26,16730.0,1866.696428334172,26
240,37.6498896,127.1465433,train,0.2878524876910581,24,26985.714285714286,5440.338749957186,42
241,37.6483503,127.1394522,train,0.3961924693195153,24,19500.0,3082.207001484488,42
242,37.6460082,127.1442617,train,0.2575073556267804,9,27807.69230769231,5914.454263139519,241
243,37.6592967,127.1434,train,1.222520318650015,11,25136.36363636364,7328.338519374323,241
244,37.6514375,127.1493024,train,0.5854451381598453,16,23125.0,2487.4685927665496,265
245,37.649611,127.1386148,train,0.4916222900343561,31,15233.333333333334,2366.934927787613,181
246,37.6553698,127.1460207,train,0.8057548788513504,23,24159.25925925926,4158.333547436749,42
247,37.6469845,127.1451588,train,0.1817833166324321,18,17500.0,12559.85668708047,265
248,37.6504981,127.1437854,train,0.2436363328110716,29,23387.03703703704,4925.828971371839,105
249,37.651597,127.1442697,train,0.3664555130904788,26,19750.0,3181.980515339464,42
250,37.6534696,127.1458878,train,0.5983921144742221,21,21000.0,0.0,123
251,37.6500783,127.1391637,train,0.4651169248617867,20,11000.0,0.0,123
252,37.6569191,127.1461372,train,0.97631794962474,23,25000.0,0.0,123
253,37.7117776,127.1159185,train,3.4067714924772123,21,18844.242424242424,4391.3951942285885,255
254,37.7098374,127.1186191,train,3.7272401717998265,24,25326.470588235294,3035.5778066656194,255
255,37.709227,127.1207411,train,3.9079846353813465,24,18411.233333333334,1769.1512027412805,255
256,37.7087641,127.1121352,train,3.4439730530212067,28,14250.0,5707.451270050407,255
257,37.7100825,127.1163117,train,3.5668426605189,24,17801.612903225807,1574.6155017954777,255
258,37.7089672,127.1132113,train,3.483661180607643,27,17535.714285714286,2817.9662996448465,255
259,37.7077079,127.1208105,train,4.031161928713144,23,22610.0,11529.902118281094,255
260,37.7099797,127.113929,train,3.436335449499888,24,23823.07692307692,3744.808372078569,255
261,37.7129476,127.1194235,train,3.5444244649290564,13,27444.444444444445,1959.662669384141,241
262,37.7121739,127.1142552,train,3.273442298449433,21,16583.333333333332,2600.990487324303,255
263,37.8538332,126.7864155,train,0.1677871217420131,31,15625.0,2082.2663934601,54
264,37.8606072,126.7790027,train,1.036261959100074,17,18197.85714285714,1379.5258367973884,248
265,37.8568537,126.7822314,train,0.5678360998140591,28,10658.333333333334,2149.1894173188066,54
266,37.8559497,126.7830274,train,0.464875172306694,43,1750.0,0.0,110
267,37.856708,126.781763,train,0.5986098711975438,28,15000.0,0.0,54
268,37.852614,126.7859489,train,0.2892012089797005,17,20055.88235294117,2276.9185951127133,248
269,37.8539498,126.783982,train,0.3645680859856253,27,12900.0,1746.424919657298,54
270,37.8559372,126.7867784,train,0.1840917222811133,29,12600.0,0.0,54
271,37.8550383,126.7834156,train,0.4092825543851998,32,7000.0,0.0,54
272,37.8585949,126.7800501,train,0.8296787192934822,20,16651.428571428572,1243.8572877870486,248
273,37.8635577,126.7838644,train,1.0595963920282954,32,14000.0,707.1067811865476,54
274,37.865634,126.7737471,train,1.7538962684479356,8,22724.766355140186,2419.8995557645403,52
275,37.8685674,126.7867643,train,1.5550736541980397,14,27674.090909090908,4171.637522538399,52
276,37.8615491,126.7775818,train,1.1991393776996575,13,22294.117647058825,1403.7764192684383,52
277,37.8622462,126.7810977,train,1.0447460783383449,21,14620.37037037037,1471.4761857543483,248
278,37.8640154,126.7718742,train,1.7628282288990211,13,22835.483870967742,3073.92782252032,52
279,37.8604476,126.7761991,train,1.2255528467657708,13,19381.25,4626.621337434046,52
280,37.8641553,126.7751272,train,1.5527121201529446,26,11733.333333333334,765.9416862050705,54
281,37.8639338,126.7843835,train,1.084544064677719,36,9662.5,1397.2443117317264,54
282,37.8635953,126.7743781,train,1.5608500349325376,28,12413.636363636364,1442.9294697057976,54
283,37.8656446,126.8030739,train,1.8009327607155297,12,22781.25,1480.5119928151762,52
284,37.866852,126.8040246,train,1.953898306003765,32,7110.0,1520.0069251919804,54
285,37.8603973,126.7948305,train,0.876070532717216,16,16041.666666666666,2099.981962404497,248
286,37.8596777,126.7928079,train,0.7007931820755765,17,18670.83333333333,1302.6658841764072,248
287,37.8577384,126.7910197,train,0.4340814654436898,16,19492.85714285714,1564.2468257497385,248
288,37.8628167,126.7993763,train,1.3491359574654476,5,18000.0,0.0,52
289,37.8616565,126.7876488,train,0.7833147780791245,30,11500.0,707.1067811865476,54
290,37.8591637,126.7942904,train,0.745535180603258,3,20454.545454545456,2053.736959261213,405
291,37.8311158,126.8165602,train,2.730413228771219,10,5000.0,0.0,52
292,37.8313386,126.8320444,train,3.8824299525289487,14,18675.0,2038.586111336319,52
293,37.852834,126.8711737,train,7.300996651152684,29,6000.0,0.0,252
294,37.8525819,126.870106,train,7.208129362565469,30,5500.0,2121.3203435596424,252
295,37.8506136,126.8670397,train,6.949734683441663,32,2250.0,353.5533905932738,252
296,37.7424961,126.8064907,train,3.748290211273488,26,14962.64705882353,2755.7610777509467,61
297,37.735795,126.8252481,train,5.219017722914442,25,15230.76923076923,2251.0681225382086,61
298,37.746068,126.8099655,train,3.829119557122229,30,13171.42857142857,1699.719864874097,61
299,37.7435065,126.8143131,train,4.305785610344819,5,19600.0,5283.307045150162,405
300,37.7477539,126.8114516,train,3.832166885063228,27,12625.0,2445.8419526091334,61
301,37.7474525,126.8089802,train,3.669522582089228,13,29928.571428571428,4147.575310031267,52
302,37.7421814,126.8077503,train,3.864348903287008,27,14833.333333333334,2843.120351538664,61
303,37.7431584,126.8053636,train,3.6336308127084886,34,6600.0,0.0,61
304,37.7434369,126.8047989,train,3.5778549836752327,34,6333.333333333333,1258.3057392117917,61
305,37.7434131,126.8113319,train,4.102799419639924,26,15012.5,1603.9571600976662,61
306,37.7467301,126.8106725,train,3.837637830836736,30,8000.0,0.0,61
307,37.7430763,126.805725,train,3.666681641008189,35,8400.0,0.0,61
308,37.7428515,126.8046948,train,3.585541727730304,33,7000.0,0.0,61
309,37.742725,126.805589,train,3.665107126570218,35,5750.0,1060.6601717798212,61
310,37.7465428,126.8108063,train,3.8591233197695742,30,6500.0,0.0,61
311,37.7418077,126.8004249,train,3.2606175425639394,23,22426.0,4253.653331745156,61
312,37.7275294,126.815933,train,4.285163019802599,23,23311.53846153846,3583.219437665175,61
313,37.7280879,126.8155688,train,4.256365599441887,23,18760.90909090909,2043.7243187154895,61
314,37.779842,126.8495948,train,5.329128608246003,18,8500.0,0.0,252
315,37.1187512,127.630143,train,18.230893577236685,5,11600.0,0.0,111
316,37.1135207,127.6171552,train,18.83931619205276,14,19580.0,2632.869157402244,111
317,37.114272,127.6151956,train,18.766083483963648,28,7500.0,707.1067811865476,111
318,37.1146689,127.6160787,train,18.717238792562377,31,6250.0,353.5533905932738,111
319,37.1146494,127.6183746,train,18.708450311498872,26,15333.333333333334,577.3502691896259,111
320,37.1119535,127.6035958,train,19.11506084347498,16,6500.0,0.0,111
321,37.1142082,127.6229913,train,18.74214578398214,33,6250.0,1060.6601717798212,111
322,37.1227205,127.6285017,train,17.789022406711016,26,9250.0,1060.6601717798212,111
323,37.2856675,127.481735,train,2.9318487451098685,24,4266.666666666667,642.9100507328635,21
